rank of the week,name,weekly sales,total sales,week after release
43,"Nintendo Labo: Toy-Con 01 Variety Kit (NS)Nintendo, Misc",Pro,N/A,10
44,"NBA 2K18 (PS4)Take-Two Interactive, Sports",Pro,N/A,41
45,"The Last of Us (PS4)Sony Computer Entertainment, Action-Adventure",Pro,N/A,204
46,"1-2-Switch (NS)Nintendo, Party",Pro,N/A,69
47,"Doom (2016) (PS4)Bethesda Softworks, Shooter",Pro,N/A,111
48,"LEGO The Incredibles (NS)Warner Bros. Interactive Entertainment, Action",Pro,N/A,2
49,"Star Wars Battlefront II (2017) (PS4)Electronic Arts, Shooter",Pro,N/A,32
50,"Call of Duty: WWII (XOne)Activision, Shooter",Pro,N/A,34
51,"Mario + Rabbids Kingdom Battle (NS)Ubisoft, Strategy",Pro,N/A,43
52,"LEGO The Incredibles (PS4)Warner Bros. Interactive Entertainment, Action",Pro,N/A,2
53,"Uncharted: The Lost Legacy (PS4)Sony Interactive Entertainment, Action",Pro,N/A,44
54,"MLB The Show 18 (PS4)Sony Interactive Entertainment, Sports",Pro,N/A,13
55,"Need for Speed: Payback (PS4)Electronic Arts, Racing",Pro,N/A,33
56,"LEGO Marvel Super Heroes 2 (PS4)Warner Bros. Interactive Entertainment, Action",Pro,N/A,32
57,"NieR Automata (PS4)Square Enix, Role-Playing",Pro,N/A,70
58,"Overwatch (PS4)Activision, Shooter",Pro,N/A,109
59,"Assassin's Creed Origins (XOne)Ubisoft, Action",Pro,N/A,35
60,"LEGO The Incredibles (XOne)Warner Bros. Interactive Entertainment, Action",Pro,N/A,2
61,"Musynx (NS)PM Studios, Music",Pro,N/A,1
62,"Tom Clancy's Rainbow Six: Siege (XOne)Ubisoft, Shooter",Pro,N/A,134
63,"Fallout 4 (XOne)Bethesda Softworks, Role-Playing",Pro,N/A,137
64,"Mario Kart (3DS)Nintendo, Racing",Pro,N/A,343
65,"Destiny 2 (PS4)Activision, Shooter",Pro,N/A,42
66,"The Elder Scrolls V: Skyrim PSVR (PS4)Bethesda Softworks, Role-Playing",Pro,N/A,32
67,"Middle-Earth: Shadow of War (PS4)Warner Bros. Interactive Entertainment, Action",Pro,N/A,37
68,"EA Sports UFC 3 (PS4)Electronic Arts, Sports",Pro,N/A,21
69,"Mega Man Legacy Collection 1+2 (NS)Capcom, Platform",Pro,N/A,5
70,"Rocket League (PS4)505 Games, Sports",Pro,N/A,105
71,"Knowledge is Power (PS4)Sony Interactive Entertainment, Party",Pro,N/A,35
72,"Pokken Tournament (NS)Nintendo, Fighting",Pro,N/A,40
73,"Xenoblade Chronicles 2 (NS)Nintendo, Role-Playing",Pro,N/A,30
74,"Street Fighter 30th Anniversary Collection (PS4)Capcom, Fighting",Pro,N/A,4
75,"NBA 2K18 (XOne)Take-Two Interactive, Sports",Pro,N/A,41
1,"God of War (PS4) (PS4)Sony Interactive Entertainment, Action","123,496","4,239,922",9
2,"Detroit: Become Human (PS4)Sony Interactive Entertainment, Adventure","61,103","724,447",4
3,"Mario Kart 8 Deluxe (NS)Nintendo, Racing","54,590","8,452,068",60
4,"Donkey Kong Country: Tropical Freeze (NS)Nintendo, Platform","46,467","766,992",7
5,"The Legend of Zelda: Breath of the Wild (NS)Nintendo, Action-Adventure","39,285","7,489,886",68
6,"Super Mario Odyssey (NS)Nintendo, Platform","39,259","9,507,264",34
7,"Splatoon 2 (NS)Nintendo, Shooter","37,867","5,483,895",48
8,"Horizon: Zero Dawn (PS4)Sony Interactive Entertainment, Action","33,544","4,991,861",68
9,"Far Cry 5 (PS4)Ubisoft, Action","32,600","3,305,670",12
10,"Vampyr (PS4)Focus Home Interactive, Role-Playing","32,487","138,313",2
11,"Grand Theft Auto V (PS4)Take-Two Interactive, Action","28,958","18,138,284",187
12,"FIFA 18 (PS4)Electronic Arts, Sports","27,779","11,368,724",38
13,"LEGO The Incredibles (PS4)Warner Bros. Interactive Entertainment, Action","24,346","24,346",1
14,"Gran Turismo Sport (PS4)Sony Interactive Entertainment, Racing","23,642","3,319,946",35
15,"Call of Duty: WWII (PS4)Activision, Shooter","22,972","12,882,719",33
16,"Pokemon: Ultra Sun and Ultra Moon (3DS)Nintendo, Role-Playing","22,465","6,332,376",31
17,"LEGO The Incredibles (NS)Warner Bros. Interactive Entertainment, Action","21,136","21,136",1
18,"Fallout 4 (PS4)Bethesda Softworks, Role-Playing","20,375","8,233,072",136
19,"Dark Souls: Remastered (PS4)Bandai Namco Entertainment, Role-Playing","19,866","317,837",4
20,"Far Cry 5 (XOne)Ubisoft, Action","19,696","1,444,859",12
21,"LEGO The Incredibles (XOne)Warner Bros. Interactive Entertainment, Action","18,710","18,710",1
22,"Kirby (NS)Nintendo, Platform","18,585","1,311,595",14
23,"Shadow of the Colossus (PS4)Sony Interactive Entertainment, Action-Adventure","18,550","863,828",19
24,"NBA 2K18 (PS4)Take-Two Interactive, Sports","18,527","3,184,629",40
25,"PlayStation VR Worlds (PS4)Sony Interactive Entertainment, Misc","18,019","1,305,649",88
26,"Tom Clancy's Rainbow Six: Siege (PS4)Ubisoft, Shooter","17,142","3,938,392",133
27,"Assassin's Creed Origins (PS4)Ubisoft, Action","15,667","3,738,703",34
28,"State of Decay 2 (XOne)Microsoft Studios, Action-Adventure","15,434","279,295",4
29,"Sea of Thieves (XOne)Microsoft Studios, Action-Adventure","14,694","531,211",13
30,"Monster Hunter: World (PS4)Capcom, Action","14,650","4,189,767",21
31,"PlayerUnknown's Battlegrounds (XOne)Microsoft Studios, Shooter",Pro,N/A,27
32,"Hyrule Warriors (NS)Nintendo, Action",Pro,N/A,13
33,"Crash Bandicoot N. Sane Trilogy (PS4)Activision, Platform",Pro,N/A,51
34,"Kingdom Hearts 1.5 + 2.5 Remix (PS4)Square Enix, Role-Playing",Pro,N/A,67
35,"Mario + Rabbids Kingdom Battle (NS)Ubisoft, Strategy",Pro,N/A,42
36,"Sega Genesis Classics (PS4)Sega, Misc",Pro,N/A,3
37,"Overwatch (PS4)Activision, Shooter",Pro,N/A,108
38,"Destiny 2 (PS4)Activision, Shooter",Pro,N/A,41
39,"Nintendo Labo: Toy-Con 01 Variety Kit (NS)Nintendo, Misc",Pro,N/A,9
40,"Fate/Extella Link (PS4)Marvelous, Action",Pro,N/A,2
41,"FIFA 18 (XOne)Electronic Arts, Sports",Pro,N/A,38
42,"Record of Grancrest War (PS4)Namco Bandai Games, Action-Adventure",Pro,N/A,1
43,"Wolfenstein II: The New Colossus (PS4)Bethesda Softworks, Shooter",Pro,N/A,34
44,"The Elder Scrolls V: Skyrim (NS)Bethesda Softworks, Role-Playing",Pro,N/A,31
45,"Grand Theft Auto V (XOne)Take-Two Interactive, Action",Pro,N/A,187
46,"Resident Evil VII: Biohazard (PS4)Capcom, Action",Pro,N/A,73
47,"Uncharted: The Lost Legacy (PS4)Sony Interactive Entertainment, Action",Pro,N/A,43
48,"Super Bomberman R (PS4)Konami Digital Entertainment, Puzzle",Pro,N/A,1
49,"The Last of Us (PS4)Sony Computer Entertainment, Action-Adventure",Pro,N/A,203
50,"Fallout 4 (XOne)Bethesda Softworks, Role-Playing",Pro,N/A,136
51,"The Elder Scrolls V: Skyrim PSVR (PS4)Bethesda Softworks, Role-Playing",Pro,N/A,31
52,"Prey (2017) (PS4)Bethesda Softworks, Shooter",Pro,N/A,59
53,"EA Sports UFC 3 (PS4)Electronic Arts, Sports",Pro,N/A,20
54,"Need for Speed: Payback (PS4)Electronic Arts, Racing",Pro,N/A,32
55,"Star Wars Battlefront II (2017) (PS4)Electronic Arts, Shooter",Pro,N/A,31
56,"MLB The Show 18 (PS4)Sony Interactive Entertainment, Sports",Pro,N/A,12
57,"FIFA 18 (NS)Electronic Arts, Sports",Pro,N/A,38
58,"Forza Horizon 3 (XOne)Microsoft Studios, Racing",Pro,N/A,90
59,"Ni no Kuni II: Revenant Kingdom (PS4)Namco Bandai Games, Role-Playing",Pro,N/A,13
60,"Overwatch (XOne)Activision, Shooter",Pro,N/A,108
61,"Tom Clancy's Rainbow Six: Siege (XOne)Ubisoft, Shooter",Pro,N/A,133
62,"Doom (2016) (PS4)Bethesda Softworks, Shooter",Pro,N/A,110
63,"LEGO Marvel Super Heroes 2 (PS4)Warner Bros. Interactive Entertainment, Action",Pro,N/A,31
64,"NBA 2K18 (XOne)Take-Two Interactive, Sports",Pro,N/A,40
65,"Street Fighter 30th Anniversary Collection (PS4)Capcom, Fighting",Pro,N/A,3
66,"Mega Man Legacy Collection 1+2 (NS)Capcom, Platform",Pro,N/A,4
67,"1-2-Switch (NS)Nintendo, Party",Pro,N/A,68
68,"Vampyr (XOne)Focus Home Interactive, Role-Playing",Pro,N/A,2
69,"Call of Duty: WWII (XOne)Activision, Shooter",Pro,N/A,33
70,"Sushi Striker: The Way of Sushido (NS)Nintendo, Puzzle",Pro,N/A,2
71,"BlazBlue: Cross Tag Battle (PS4)Arc System Works, Fighting",Pro,N/A,3
72,"Mario Kart (3DS)Nintendo, Racing",Pro,N/A,342
73,"Knowledge is Power (PS4)Sony Interactive Entertainment, Party",Pro,N/A,34
74,"Monster Hunter: World (XOne)Capcom, Action",Pro,N/A,21
75,"A Way Out (PS4)Electronic Arts, Action",Pro,N/A,13
1,"God of War (PS4) (PS4)Sony Interactive Entertainment, Action","115,996","4,116,426",8
2,"Vampyr (PS4)Focus Home Interactive, Role-Playing","105,826","105,826",1
3,"Detroit: Become Human (PS4)Sony Interactive Entertainment, Adventure","100,530","663,344",3
4,"Fate/Extella Link (PS4)Marvelous, Action","81,581","81,581",1
5,"Mario Kart 8 Deluxe (NS)Nintendo, Racing","56,727","8,397,478",59
6,"Donkey Kong Country: Tropical Freeze (NS)Nintendo, Platform","56,646","720,525",6
7,"Super Mario Odyssey (NS)Nintendo, Platform","46,296","9,468,005",33
8,"Pokemon: Ultra Sun and Ultra Moon (3DS)Nintendo, Role-Playing","45,594","6,309,911",30
9,"Far Cry 5 (PS4)Ubisoft, Action","44,093","3,273,070",11
10,"The Legend of Zelda: Breath of the Wild (NS)Nintendo, Action-Adventure","39,918","7,450,601",67
11,"Fate/Extella Link (PSV)Marvelous, Action","39,089","39,089",1
12,"Vampyr (XOne)Focus Home Interactive, Role-Playing","37,855","37,855",1
13,"Splatoon 2 (NS)Nintendo, Shooter","37,628","5,446,028",47
14,"FIFA 18 (PS4)Electronic Arts, Sports","33,483","11,340,945",37
15,"Dark Souls: Remastered (PS4)Bandai Namco Entertainment, Role-Playing","31,565","297,971",3
16,"State of Decay 2 (XOne)Microsoft Studios, Action-Adventure","28,604","263,861",3
17,"Mario + Rabbids Kingdom Battle (NS)Ubisoft, Strategy","27,613","2,024,743",41
18,"Far Cry 5 (XOne)Ubisoft, Action","23,533","1,425,163",11
19,"BlazBlue: Cross Tag Battle (PS4)Arc System Works, Fighting","22,238","34,915",2
20,"Fallout 4 (PS4)Bethesda Softworks, Role-Playing","21,227","8,212,697",135
21,"Kirby (NS)Nintendo, Platform","21,037","1,293,010",13
22,"PlayerUnknown's Battlegrounds (XOne)Microsoft Studios, Shooter","20,198","1,601,796",26
23,"Hyrule Warriors (NS)Nintendo, Action","20,173","253,690",12
24,"Grand Theft Auto V (PS4)Take-Two Interactive, Action","20,007","18,109,326",186
25,"Sega Genesis Classics (PS4)Sega, Misc","19,236","84,209",2
26,"Sushi Striker: The Way of Sushido (NS)Nintendo, Puzzle","18,552","18,552",1
27,"FIFA 18 (XOne)Electronic Arts, Sports","17,805","2,956,039",37
28,"Destiny 2 (PS4)Activision, Shooter","17,595","3,680,251",40
29,"NBA 2K18 (PS4)Take-Two Interactive, Sports","17,517","3,166,102",39
30,"BlazBlue: Cross Tag Battle (NS)Arc System Works, Fighting","16,891","21,662",2
31,"Monster Hunter: World (PS4)Capcom, Action",Pro,N/A,20
32,"Assassin's Creed Origins (PS4)Ubisoft, Action",Pro,N/A,33
33,"Nintendo Labo: Toy-Con 01 Variety Kit (NS)Nintendo, Misc",Pro,N/A,8
34,"Street Fighter 30th Anniversary Collection (PS4)Capcom, Fighting",Pro,N/A,2
35,"Call of Duty: WWII (PS4)Activision, Shooter",Pro,N/A,32
36,"Street Fighter 30th Anniversary Collection (NS)Capcom, Fighting",Pro,N/A,2
37,"Sea of Thieves (XOne)Microsoft Studios, Action-Adventure",Pro,N/A,12
38,"Overwatch (PS4)Activision, Shooter",Pro,N/A,107
39,"Gran Turismo Sport (PS4)Sony Interactive Entertainment, Racing",Pro,N/A,34
40,"Need for Speed: Payback (PS4)Electronic Arts, Racing",Pro,N/A,31
41,"Kingdom Hearts 1.5 + 2.5 Remix (PS4)Square Enix, Role-Playing",Pro,N/A,66
42,"Tom Clancy's Rainbow Six: Siege (PS4)Ubisoft, Shooter",Pro,N/A,132
43,"The Elder Scrolls V: Skyrim (NS)Bethesda Softworks, Role-Playing",Pro,N/A,30
44,"Horizon: Zero Dawn (PS4)Sony Interactive Entertainment, Action",Pro,N/A,67
45,"Star Wars Battlefront II (2017) (PS4)Electronic Arts, Shooter",Pro,N/A,30
46,"Overwatch (XOne)Activision, Shooter",Pro,N/A,107
47,"FIFA 18 (NS)Electronic Arts, Sports",Pro,N/A,37
48,"Wolfenstein II: The New Colossus (PS4)Bethesda Softworks, Shooter",Pro,N/A,33
49,"Grand Theft Auto V (XOne)Take-Two Interactive, Action",Pro,N/A,186
50,"Destiny 2 (XOne)Activision, Shooter",Pro,N/A,40
51,"Fallout 4 (XOne)Bethesda Softworks, Role-Playing",Pro,N/A,135
52,"PlayStation VR Worlds (PS4)Sony Interactive Entertainment, Misc",Pro,N/A,87
53,"Harvest Moon: Light of Hope (NS)Natsume, Simulation",Pro,N/A,2
54,"MLB The Show 18 (PS4)Sony Interactive Entertainment, Sports",Pro,N/A,11
55,"Crash Bandicoot N. Sane Trilogy (PS4)Activision, Platform",Pro,N/A,50
56,"NBA 2K18 (XOne)Take-Two Interactive, Sports",Pro,N/A,39
57,"Burnout Paradise Remastered (PS4)Electronic Arts, Racing",Pro,N/A,13
58,"LEGO Marvel Super Heroes 2 (PS4)Warner Bros. Interactive Entertainment, Action",Pro,N/A,30
59,"Wolfenstein II: The New Colossus (XOne)Bethesda Softworks, Shooter",Pro,N/A,33
60,"Mario Kart (3DS)Nintendo, Racing",Pro,N/A,341
61,"Little Nightmares (NS)Bandai Namco Entertainment, Platform",Pro,N/A,5
62,"EA Sports UFC 3 (PS4)Electronic Arts, Sports",Pro,N/A,19
63,"The Elder Scrolls Online: Summerset (XOne)Bethesda Softworks, MMO",Pro,N/A,3
64,"Life Is Strange: Before the Storm (PS4)Square Enix, Adventure",Pro,N/A,14
65,"Mega Man Legacy Collection 1+2 (NS)Capcom, Platform",Pro,N/A,3
66,"1-2-Switch (NS)Nintendo, Party",Pro,N/A,67
67,"Sega Genesis Classics (XOne)Sega, Misc",Pro,N/A,2
68,"MineCraft (PS4)Sony Computer Entertainment, Misc",Pro,N/A,193
69,"Ni no Kuni II: Revenant Kingdom (PS4)Namco Bandai Games, Role-Playing",Pro,N/A,12
70,"A Way Out (PS4)Electronic Arts, Action",Pro,N/A,12
71,"The Elder Scrolls V: Skyrim PSVR (PS4)Bethesda Softworks, Role-Playing",Pro,N/A,30
72,"The Last of Us (PS4)Sony Computer Entertainment, Action-Adventure",Pro,N/A,202
73,"Madden NFL 18 (PS4)Electronic Arts, Sports",Pro,N/A,42
74,"The Elder Scrolls Online: Summerset (PS4)Bethesda Softworks, MMO",Pro,N/A,3
75,"Nintendo Labo: Toy-Con 02 Robot Kit (NS)Nintendo, Action",Pro,N/A,8
1,"Detroit: Become Human (PS4)Sony Interactive Entertainment, Adventure","155,049","562,814",2
2,"God of War (PS4) (PS4)Sony Interactive Entertainment, Action","109,837","4,000,430",7
3,"Street Fighter 30th Anniversary Collection (PS4)Capcom, Fighting","71,575","71,575",1
4,"Sega Genesis Classics (PS4)Sega, Misc","64,973","64,973",1
5,"Dark Souls: Remastered (PS4)Bandai Namco Entertainment, Role-Playing","59,346","266,406",2
6,"Mario Kart 8 Deluxe (NS)Nintendo, Racing","58,955","8,340,751",58
7,"State of Decay 2 (XOne)Microsoft Studios, Action-Adventure","57,784","235,257",2
8,"Donkey Kong Country: Tropical Freeze (NS)Nintendo, Platform","57,772","663,879",5
9,"Super Mario Odyssey (NS)Nintendo, Platform","53,189","9,421,709",32
10,"Far Cry 5 (PS4)Ubisoft, Action","51,459","3,228,977",10
11,"Street Fighter 30th Anniversary Collection (NS)Capcom, Fighting","49,247","49,247",1
12,"FIFA 18 (PS4)Electronic Arts, Sports","48,090","11,307,462",36
13,"Harvest Moon: Light of Hope (NS)Natsume, Simulation","45,857","45,857",1
14,"The Legend of Zelda: Breath of the Wild (NS)Nintendo, Action-Adventure","42,382","7,410,683",66
15,"Splatoon 2 (NS)Nintendo, Shooter","41,483","5,408,400",46
16,"Pokemon: Ultra Sun and Ultra Moon (3DS)Nintendo, Role-Playing","32,634","6,264,317",29
17,"Overwatch (PS4)Activision, Shooter","28,085","4,199,141",106
18,"Mario + Rabbids Kingdom Battle (NS)Ubisoft, Strategy","24,976","1,997,130",40
19,"Far Cry 5 (XOne)Ubisoft, Action","24,664","1,401,630",10
20,"Grand Theft Auto V (PS4)Take-Two Interactive, Action","23,966","18,089,319",185
21,"PlayerUnknown's Battlegrounds (XOne)Microsoft Studios, Shooter","23,686","1,581,598",25
22,"Assassin's Creed Origins (PS4)Ubisoft, Action","23,643","3,706,472",32
23,"Kirby (NS)Nintendo, Platform","23,422","1,271,973",12
24,"Hyrule Warriors (NS)Nintendo, Action","23,351","233,517",11
25,"FIFA 18 (XOne)Electronic Arts, Sports","22,315","2,938,234",36
26,"Overwatch (XOne)Activision, Shooter","21,687","2,463,775",106
27,"Nintendo Labo: Toy-Con 01 Variety Kit (NS)Nintendo, Misc","20,559","500,457",7
28,"Destiny 2 (PS4)Activision, Shooter","20,401","3,662,656",39
29,"Star Wars Battlefront II (2017) (PS4)Electronic Arts, Shooter","18,706","4,019,986",29
30,"Harvest Moon: Light of Hope (PS4)Natsume, Simulation","18,269","18,269",1
31,"Sega Genesis Classics (XOne)Sega, Misc",Pro,N/A,1
32,"Street Fighter 30th Anniversary Collection (XOne)Capcom, Fighting",Pro,N/A,1
33,"Monster Hunter: World (PS4)Capcom, Action",Pro,N/A,19
34,"Call of Duty: WWII (PS4)Activision, Shooter",Pro,N/A,31
35,"The Elder Scrolls V: Skyrim (NS)Bethesda Softworks, Role-Playing",Pro,N/A,29
36,"MLB The Show 18 (PS4)Sony Interactive Entertainment, Sports",Pro,N/A,10
37,"FIFA 18 (NS)Electronic Arts, Sports",Pro,N/A,36
38,"Sea of Thieves (XOne)Microsoft Studios, Action-Adventure",Pro,N/A,11
39,"Grand Theft Auto V (XOne)Take-Two Interactive, Action",Pro,N/A,185
40,"Mega Man Legacy Collection 1+2 (NS)Capcom, Platform",Pro,N/A,2
41,"NBA 2K18 (PS4)Take-Two Interactive, Sports",Pro,N/A,38
42,"Owlboy (NS)Soedesco, Platform",Pro,N/A,1
43,"BlazBlue: Cross Tag Battle (PS4)Arc System Works, Fighting",Pro,N/A,1
44,"Burnout Paradise Remastered (PS4)Electronic Arts, Racing",Pro,N/A,12
45,"Tom Clancy's Rainbow Six: Siege (PS4)Ubisoft, Shooter",Pro,N/A,131
46,"Destiny 2 (XOne)Activision, Shooter",Pro,N/A,39
47,"Mario Kart (3DS)Nintendo, Racing",Pro,N/A,340
48,"Need for Speed: Payback (PS4)Electronic Arts, Racing",Pro,N/A,30
49,"Fallout 4 (PS4)Bethesda Softworks, Role-Playing",Pro,N/A,134
50,"Assassin's Creed Origins (XOne)Ubisoft, Action",Pro,N/A,32
51,"Kingdom Hearts 1.5 + 2.5 Remix (PS4)Square Enix, Role-Playing",Pro,N/A,65
52,"Gran Turismo Sport (PS4)Sony Interactive Entertainment, Racing",Pro,N/A,33
53,"LEGO Marvel Super Heroes 2 (PS4)Warner Bros. Interactive Entertainment, Action",Pro,N/A,29
54,"Full Metal Panic! Fight: Who Dares Wins (PS4)Bandai Namco Entertainment, Fighting",Pro,N/A,1
55,"NBA 2K18 (XOne)Take-Two Interactive, Sports",Pro,N/A,38
56,"1-2-Switch (NS)Nintendo, Party",Pro,N/A,66
57,"Horizon: Zero Dawn (PS4)Sony Interactive Entertainment, Action",Pro,N/A,66
58,"Crash Bandicoot N. Sane Trilogy (PS4)Activision, Platform",Pro,N/A,49
59,"Shadow of the Colossus (PS4)Sony Interactive Entertainment, Action-Adventure",Pro,N/A,17
60,"Battle Chasers: Nightwar (NS)THQ Nordic, Role-Playing",Pro,N/A,3
61,"The Sims 4 (PS4)Electronic Arts, Simulation",Pro,N/A,29
62,"MineCraft (PS4)Sony Computer Entertainment, Misc",Pro,N/A,192
63,"Nintendo Labo: Toy-Con 02 Robot Kit (NS)Nintendo, Action",Pro,N/A,7
64,"EA Sports UFC 3 (PS4)Electronic Arts, Sports",Pro,N/A,18
65,"Fallout 4 (XOne)Bethesda Softworks, Role-Playing",Pro,N/A,134
66,"Dark Souls: Remastered (XOne)Bandai Namco Entertainment, Role-Playing",Pro,N/A,2
67,"The Elder Scrolls Online: Summerset (PS4)Bethesda Softworks, MMO",Pro,N/A,2
68,"Tekken 7 (PS4)Namco Bandai Games, Fighting",Pro,N/A,53
69,"NieR Automata (PS4)Square Enix, Role-Playing",Pro,N/A,67
70,"Pokken Tournament (NS)Nintendo, Fighting",Pro,N/A,37
71,"Ni no Kuni II: Revenant Kingdom (PS4)Namco Bandai Games, Role-Playing",Pro,N/A,11
72,"PlayStation VR Worlds (PS4)Sony Interactive Entertainment, Misc",Pro,N/A,86
73,"A Way Out (PS4)Electronic Arts, Action",Pro,N/A,11
74,"Middle-Earth: Shadow of War (XOne)Warner Bros. Interactive Entertainment, Action",Pro,N/A,34
75,"Call of Duty: WWII (XOne)Activision, Shooter",Pro,N/A,31
1,"Detroit: Become Human (PS4)Sony Interactive Entertainment, Adventure","407,765","407,765",1
2,"Dark Souls: Remastered (PS4)Bandai Namco Entertainment, Role-Playing","207,060","207,060",1
3,"State of Decay 2 (XOne)Microsoft Studios, Action-Adventure","177,473","177,473",1
4,"God of War (PS4) (PS4)Sony Interactive Entertainment, Action","132,134","3,890,593",6
5,"Donkey Kong Country: Tropical Freeze (NS)Nintendo, Platform","65,505","606,107",4
6,"Mario Kart 8 Deluxe (NS)Nintendo, Racing","51,636","8,281,796",57
7,"Far Cry 5 (PS4)Ubisoft, Action","49,226","3,177,518",9
8,"Hyrule Warriors (NS)Nintendo, Action","47,956","210,166",10
9,"FIFA 18 (PS4)Electronic Arts, Sports","44,786","11,259,372",35
10,"Mega Man Legacy Collection 1+2 (NS)Capcom, Platform","44,223","44,223",1
11,"Super Mario Odyssey (NS)Nintendo, Platform","39,265","9,368,520",31
12,"The Legend of Zelda: Breath of the Wild (NS)Nintendo, Action-Adventure","38,036","7,368,301",65
13,"Splatoon 2 (NS)Nintendo, Shooter","34,568","5,366,917",45
14,"Persona Dancing: All-Star Triple Pack (PS4)Atlus, Music","27,909","27,909",1
15,"Pokemon: Ultra Sun and Ultra Moon (3DS)Nintendo, Role-Playing","26,259","6,231,683",28
16,"Kirby (NS)Nintendo, Platform","26,117","1,248,551",11
17,"Dark Souls: Remastered (XOne)Bandai Namco Entertainment, Role-Playing","24,098","24,098",1
18,"Nintendo Labo: Toy-Con 01 Variety Kit (NS)Nintendo, Misc","23,940","479,898",6
19,"Far Cry 5 (XOne)Ubisoft, Action","23,583","1,376,966",9
20,"Grand Theft Auto V (PS4)Take-Two Interactive, Action","23,236","18,065,353",184
21,"Destiny 2 (PS4)Activision, Shooter","22,423","3,642,255",38
22,"Overwatch (PS4)Activision, Shooter","22,029","4,171,056",105
23,"Assassin's Creed Origins (PS4)Ubisoft, Action","20,750","3,682,829",31
24,"PlayerUnknown's Battlegrounds (XOne)Microsoft Studios, Shooter","18,165","1,557,912",24
25,"Monster Hunter: World (PS4)Capcom, Action","16,764","4,141,247",18
26,"Shadow of the Colossus (PS4)Sony Interactive Entertainment, Action-Adventure","16,651","829,466",16
27,"Call of Duty: WWII (PS4)Activision, Shooter","16,144","12,826,982",30
28,"Tom Clancy's Rainbow Six: Siege (PS4)Ubisoft, Shooter","15,503","3,894,501",130
29,"FIFA 18 (XOne)Electronic Arts, Sports","14,976","2,915,919",35
30,"Middle-Earth: Shadow of War (PS4)Warner Bros. Interactive Entertainment, Action","14,801","1,749,035",33
31,"Mario + Rabbids Kingdom Battle (NS)Ubisoft, Strategy",Pro,N/A,39
32,"Overwatch (XOne)Activision, Shooter",Pro,N/A,105
33,"Star Wars Battlefront II (2017) (PS4)Electronic Arts, Shooter",Pro,N/A,28
34,"Kingdom Hearts 1.5 + 2.5 Remix (PS4)Square Enix, Role-Playing",Pro,N/A,64
35,"FIFA 18 (NS)Electronic Arts, Sports",Pro,N/A,35
36,"Horizon: Zero Dawn (PS4)Sony Interactive Entertainment, Action",Pro,N/A,65
37,"Fallout 4 (PS4)Bethesda Softworks, Role-Playing",Pro,N/A,133
38,"Crash Bandicoot N. Sane Trilogy (PS4)Activision, Platform",Pro,N/A,48
39,"NBA 2K18 (PS4)Take-Two Interactive, Sports",Pro,N/A,37
40,"The Elder Scrolls V: Skyrim (NS)Bethesda Softworks, Role-Playing",Pro,N/A,28
41,"Destiny 2 (XOne)Activision, Shooter",Pro,N/A,38
42,"Gran Turismo Sport (PS4)Sony Interactive Entertainment, Racing",Pro,N/A,32
43,"Persona Dancing: Deluxe Twin Plus (PSV)Atlus, Music",Pro,N/A,1
44,"The Elder Scrolls Online: Summerset (PS4)Bethesda Softworks, MMO",Pro,N/A,1
45,"Assassin's Creed Origins (XOne)Ubisoft, Action",Pro,N/A,31
46,"Burnout Paradise Remastered (PS4)Electronic Arts, Racing",Pro,N/A,11
47,"The Witcher 3: Wild Hunt (PS4)Namco Bandai Games, Role-Playing",Pro,N/A,158
48,"The Elder Scrolls Online: Summerset (XOne)Bethesda Softworks, MMO",Pro,N/A,1
49,"1-2-Switch (NS)Nintendo, Party",Pro,N/A,65
50,"MLB The Show 18 (PS4)Sony Interactive Entertainment, Sports",Pro,N/A,9
51,"Mario Kart (3DS)Nintendo, Racing",Pro,N/A,339
52,"Need for Speed: Payback (PS4)Electronic Arts, Racing",Pro,N/A,29
53,"Sea of Thieves (XOne)Microsoft Studios, Action-Adventure",Pro,N/A,10
54,"MineCraft (PS4)Sony Computer Entertainment, Misc",Pro,N/A,191
55,"Battle Chasers: Nightwar (NS)THQ Nordic, Role-Playing",Pro,N/A,2
56,"Grand Theft Auto V (XOne)Take-Two Interactive, Action",Pro,N/A,184
57,"Persona 5 (PS4)Deep Silver, Role-Playing",Pro,N/A,89
58,"Nintendo Labo: Toy-Con 02 Robot Kit (NS)Nintendo, Action",Pro,N/A,6
59,"Rocket League (NS)505 Games, Sports",Pro,N/A,19
60,"Persona 5: Dancing Star Night (PS4)Atlus, Music",Pro,N/A,1
61,"Middle-Earth: Shadow of War (XOne)Warner Bros. Interactive Entertainment, Action",Pro,N/A,33
62,"Tom Clancy's Rainbow Six: Siege (XOne)Ubisoft, Shooter",Pro,N/A,130
63,"LEGO Marvel Super Heroes 2 (PS4)Warner Bros. Interactive Entertainment, Action",Pro,N/A,28
64,"Forza Horizon 3 (XOne)Microsoft Studios, Racing",Pro,N/A,87
65,"A Way Out (PS4)Electronic Arts, Action",Pro,N/A,10
66,"PlayStation VR Worlds (PS4)Sony Interactive Entertainment, Misc",Pro,N/A,85
67,"NieR Automata (PS4)Square Enix, Role-Playing",Pro,N/A,66
68,"WWE 2K18 (PS4)Take-Two Interactive, Sports",Pro,N/A,32
69,"Ni no Kuni II: Revenant Kingdom (PS4)Namco Bandai Games, Role-Playing",Pro,N/A,10
