Rank,Name,Genre,ESRB_Rating,Platform,Publisher,Developer,Critic_Score,User_Score,Total_Shipped,Global_Sales,Year
549,Kung Fu Panda,Platform,E10,X360,Activision,Luxoflux,7.5,,3.05,3.05,2008.0
551,New Super Luigi U,Action,E,WiiU,Nintendo,Nintendo,7.8,,3.04,,2013.0
552,Rhythm Heaven,Music,E,DS,Nintendo,Nintendo SPD Group No.1,8.5,,3.04,,2009.0
557,Professor Layton and the Unwound Future,Adventure,E10,DS,Nintendo,Level 5,8.4,,3.02,,2010.0
559,Disney Epic Mickey,Platform,E,Wii,Disney Interactive Studios,Junction Point Studios,7.0,,3.02,3.02,2010.0
560,Killzone 2,Shooter,M,PS3,Sony Computer Entertainment,Guerrilla Games,9.1,9.3,3.02,3.02,2009.0
563,Gears of War 3,Shooter,M,X360,Microsoft Studios,Epic Games,9.1,,3.0,,2011.0
564,Kinect Sports,Sports,E10,X360,Microsoft Game Studios,Rare Ltd.,7.4,,3.0,,2010.0
565,Sonic and the Secret Rings,Platform,E,Wii,Sega,Sonic Team,6.7,,3.0,,2007.0
566,Sonic Rush,Platform,E,DS,Sega,Dimps Corporation,7.8,,3.0,,2005.0
567,The Legend of Zelda: Majora's Mask 3D,Action-Adventure,E10,3DS,Nintendo,GREZZO,9.0,,3.0,,2015.0
570,Kirby Super Star Ultra,Platform,E,DS,Nintendo,HAL Laboratory,7.3,,2.99,,2008.0
573,inFAMOUS,Action,T,PS3,Sony Computer Entertainment,Sucker Punch Productions,8.7,9.1,2.99,2.99,2009.0
576,Mario vs. Donkey Kong: Mini-Land Mayhem!,Puzzle,E,DS,Nintendo,Nintendo Software Technology Corporation,7.8,,2.98,,2010.0
577,Style Savvy,Simulation,E,DS,Nintendo,syn Sophia,7.6,,2.98,,2009.0
580,The Legend of Zelda: Spirit Tracks,Adventure,E10,DS,Nintendo,Nintendo EAD,8.7,,2.96,,2009.0
581,Battlefield: Bad Company 2,Shooter,M,PS3,Electronic Arts,EA Digital Illusions CE,8.9,8.8,2.96,2.96,2010.0
584,Street Fighter IV,Fighting,T,X360,Capcom,Capcom / Dimps Corporation,9.3,9.3,2.95,2.95,2009.0
589,Pokemon Ranger,Role-Playing,E,DS,Nintendo,HAL Laboratory,6.6,,2.93,,2006.0
590,Super Mario Maker,Platform,E,3DS,Nintendo,Nintendo,7.3,,2.93,,2016.0
591,Madden NFL 13,Sports,E,X360,EA Sports,EA Tiburon,8.0,,2.93,2.93,2012.0
593,Mass Effect,Role-Playing,M,X360,Microsoft Game Studios,BioWare Edmonton,9.2,9.1,2.91,2.91,2007.0
594,FIFA 15,Sports,E,X360,EA Sports,EA Canada,6.9,,2.91,2.91,2014.0
597,Mortal Kombat (2011),Fighting,M,PS3,Warner Bros. Interactive Entertainment,NetherRealm Studios,8.5,,2.9,2.9,2011.0
599,Sega Superstars Tennis,Sports,E10,X360,Sega,Sumo Digital,6.9,,2.89,2.89,2008.0
600,Cooking Mama: Cook Off,Simulation,E,Wii,Majesco,Office Create,5.9,,2.89,2.89,2007.0
605,Mafia III,Action-Adventure,M,PS4,2K Games,Hangar 13,6.9,,2.87,2.87,2016.0
608,1-2-Switch,Party,E10,NS,Nintendo,Nintendo EPD,5.7,,2.86,,2017.0
609,Wii Music,Music,E,Wii,Nintendo,Nintendo EAD,5.6,,2.86,,2008.0
610,Yokai Watch,Role-Playing,E10,3DS,Nintendo,Level 5,7.7,,2.86,,2015.0
613,Assassin's Creed: Brotherhood,Action,M,PS3,Ubisoft,Ubisoft Montreal,9.1,,2.85,2.85,2010.0
621,Madden NFL 10,Sports,E,X360,EA Sports,EA Tiburon,8.6,,2.83,2.83,2009.0
622,BioShock,Shooter,M,X360,2K Games,2K Australia / 2K Boston,9.6,9.5,2.83,2.83,2007.0
626,Medal of Honor,Shooter,M,PS3,Electronic Arts,EA Los Angeles,7.0,,2.82,2.82,2010.0
630,Need for Speed: Hot Pursuit,Racing,E10,PS3,Electronic Arts,Criterion Games,8.9,,2.81,2.81,2010.0
631,Imagine: Fashion Designer,Simulation,E,DS,Ubisoft,Virtual Toys / Lexis Numerique,3.0,,2.81,2.81,2007.0
632,Killzone 3,Shooter,M,PS3,Sony Computer Entertainment,Guerrilla Games,8.2,,2.81,2.81,2011.0
638,Skylanders: Spyro's Adventure,Action,E10,Wii,Activision,Toys for Bob,8.0,,2.79,2.79,2011.0
646,Star Wars: The Force Unleashed,Action,T,X360,LucasArts,LucasArts,7.1,,2.77,2.77,2008.0
647,Saints Row: The Third,Action,M,X360,THQ,Volition Inc.,8.3,,2.77,2.77,2011.0
653,Tetris DS,Puzzle,E,DS,Nintendo,Nintendo,8.5,,2.74,,2006.0
654,L.A. Noire,Adventure,M,X360,Rockstar Games,Team Bondi,9.1,,2.73,2.73,2011.0
656,Far Cry: Primal,Action-Adventure,M,PS4,Ubisoft,Ubisoft Montreal,7.2,,2.73,2.73,2016.0
657,"Pokemon: Let's Go, Eevee!",Role-Playing,E,NS,Nintendo,Game Freak,8.3,,2.73,2.73,2018.0
658,Overwatch,Shooter,T,XOne,Blizzard Entertainment,Blizzard Entertainment,8.7,,2.72,2.72,2016.0
659,Need for Speed (2015),Racing,T,PS4,Electronic Arts,Ghost Games,7.0,,2.72,2.72,2015.0
660,Madden NFL 13,Sports,E,PS3,EA Sports,EA Tiburon,8.3,,2.71,2.71,2012.0
661,Skate 3,Sports,T,X360,EA Sports,EA Black Box,8.3,,2.71,2.71,2010.0
664,Madden NFL 12,Sports,E,X360,EA Sports,EA Tiburon,7.8,,2.7,2.7,2011.0
668,Call of Duty 3,Shooter,T,X360,Activision,Treyarch,8.0,8.4,2.7,2.7,2006.0
670,Madden NFL 11,Sports,E,X360,EA Sports,EA Tiburon,8.3,,2.69,2.69,2010.0
672,Mario Party: Island Tour,Party,E,3DS,Nintendo,"Nd Cube Co., Ltd.",5.5,,2.68,,2013.0
674,Halo Wars,Strategy,T,X360,Microsoft Game Studios,Ensemble Studios,8.1,8.5,2.67,2.67,2009.0
677,Guitar Hero: World Tour,Misc,T,X360,Activision,Neversoft Entertainment,8.6,,2.66,2.66,2008.0
680,Medal of Honor Heroes,Shooter,T,PSP,Electronic Arts,Team Fusion,6.7,,2.66,2.66,2006.0
681,Hannah Montana,Action,E,DS,Buena Vista,DC Studios,6.5,,2.65,2.65,2006.0
682,Need for Speed: Shift,Racing,E,PS3,Electronic Arts,Slightly Mad Studios,8.2,,2.65,2.65,2009.0
686,Medal of Honor,Shooter,M,X360,Electronic Arts,EA Los Angeles,7.3,,2.64,2.64,2010.0
687,NBA 2K12,Sports,E,X360,2K Sports,Visual Concepts,9.1,,2.64,2.64,2011.0
689,NBA 2K13,Sports,E,PS3,2K Sports,Visual Concepts,8.9,,2.63,2.63,2012.0
692,Madden NFL 18,Sports,E,PS4,EA Sports,EA Tiburon,8.2,,2.62,2.62,2017.0
693,FIFA Soccer 10,Sports,E,X360,EA Sports,EA Canada,8.9,,2.62,2.62,2009.0
694,LittleBigPlanet,Platform,E,PSP,Sony Computer Entertainment,SCEE Cambridge,8.8,,2.61,2.61,2009.0
697,Mario Strikers Charged,Sports,E10,Wii,Nintendo,Next Level Games,7.7,,2.6,,2007.0
698,Monster Hunter 3G,Role-Playing,T,3DS,Capcom,Capcom,7.6,,2.6,,2013.0
700,Grand Theft Auto: Episodes from Liberty City,Adventure,M,X360,Rockstar Games,Rockstar North,9.0,,2.6,2.6,2009.0
702,Mario + Rabbids: Kingdom Battle,Strategy,E10,NS,Ubisoft,Ubisoft Milan,8.3,,2.59,2.59,2017.0
704,FIFA Soccer 09,Sports,E,PS3,Electronic Arts,EA Canada,8.6,,2.59,2.59,2008.0
707,Mario & Luigi: Dream Team,Role-Playing,E10,3DS,Nintendo,AlphaDream Corporation,8.0,,2.58,,2013.0
713,Clubhouse Games,Misc,E,DS,Nintendo,Agenda,8.3,,2.57,,2006.0
715,Ratchet & Clank Future: Tools of Destruction,Platform,E10,PS3,Sony Computer Entertainment,Insomniac Games,8.9,,2.57,2.57,2007.0
717,Dragon Age: Origins,Role-Playing,M,X360,Electronic Arts,BioWare Edmonton,8.5,,2.56,2.56,2009.0
718,FIFA 16,Sports,E,PS3,EA Sports,EA Canada,9.0,,2.55,2.55,2015.0
720,Madden NFL 09,Sports,E,X360,EA Sports,EA Tiburon,8.5,,2.54,2.54,2008.0
722,Mario Tennis Aces,Sports,E,NS,Nintendo,Camelot Software Planning,7.8,,2.53,,2018.0
725,Tomb Raider (2013),Action,M,PS3,Square Enix,Crystal Dynamics,8.9,,2.51,2.51,2013.0
726,Midnight Club: Los Angeles,Racing,T,PS3,Rockstar Games,Rockstar San Diego,8.3,,2.5,2.5,2008.0
728,Marvel: Ultimate Alliance,Role-Playing,T,X360,Activision,Raven Software,8.3,,2.5,2.5,2006.0
729,Crisis Core: Final Fantasy VII,Role-Playing,T,PSP,Square Enix,Square Enix,8.1,9.0,2.5,,2008.0
730,Dance Central,Music,T,X360,MTV Games,Harmonix Music Systems,8.4,,2.5,,2010.0
736,Forza Horizon 3,Racing,E,XOne,Microsoft Studios,Playground Games,9.0,,2.5,,2016.0
742,Game Party,Misc,E,Wii,Midway Games,JGI Entertainment,2.6,,2.49,2.49,2007.0
746,Saints Row: The Third,Action,M,PS3,THQ,Volition Inc.,8.3,,2.48,2.48,2011.0
749,Pure,Racing,E,X360,Disney Interactive Studios,Black Rock Studio,8.3,,2.47,2.47,2008.0
750,Rock Band,Misc,T,X360,MTV Games,Harmonix Music Systems,9.1,,2.47,2.47,2007.0
752,WarioWare Touched!,Puzzle,E,DS,Nintendo,Intelligent Systems,7.8,,2.47,,2005.0
753,Resistance 2,Shooter,M,PS3,Sony Computer Entertainment,Insomniac Games,8.5,8.7,2.47,2.47,2008.0
755,Madden NFL 16,Sports,E,XOne,EA Sports,EA Tiburon,8.4,,2.47,2.47,2015.0
758,LEGO Harry Potter: Years 1-4,Adventure,E10,Wii,Warner Bros. Interactive,Traveller's Tales,7.9,,2.45,2.45,2010.0
760,Madden NFL 17,Sports,E,XOne,EA Sports,EA Tiburon,8.1,,2.44,2.44,2016.0
764,Need for Speed Carbon: Own the City,Racing,E10,PSP,Electronic Arts,EA Black Box,7.4,,2.42,2.42,2006.0
765,Donkey Kong Country Returns 3D,Platform,E,3DS,Nintendo,Monster Games,8.6,,2.42,,2013.0
767,Kirby Star Allies,Platform,E10,NS,Nintendo,HAL Laboratory,8.1,10.0,2.42,,2018.0
769,Tom Clancy's Rainbow Six: Vegas 2,Shooter,M,X360,Ubisoft,Ubisoft Montreal,8.2,,2.42,2.42,2008.0
770,God of War Collection,Action,M,PS3,Sony Computer Entertainment,Bluepoint Games,9.2,,2.42,,2009.0
771,Kinect: Disneyland Adventures,Action-Adventure,E10,X360,Microsoft Studios,Frontier Developments,8.5,,2.41,2.41,2011.0
772,Pro Evolution Soccer 2011,Sports,E,PS3,Konami,Konami,6.0,,2.41,2.41,2010.0
775,NBA 2K16,Sports,E10,XOne,2K Sports,Visual Concepts,8.3,,2.41,2.41,2015.0
776,Halo: Combat Evolved Anniversary,Shooter,M,X360,Microsoft Studios,343 Industries,8.0,,2.41,2.41,2011.0
780,Midnight Club: Los Angeles,Racing,T,X360,Rockstar Games,Rockstar San Diego,8.0,,2.4,2.4,2008.0
783,Monster Hunter Freedom 2,Role-Playing,T,PSP,Capcom,Capcom,7.6,,2.4,,2007.0
787,Madden NFL 11,Sports,E,PS3,EA Sports,EA Tiburon,8.4,,2.4,2.4,2010.0
791,Mario & Sonic at the London 2012 Olympic Games,Sports,E,Wii,Sega,Sega,6.8,,2.39,,2011.0
795,Dead Island,Action,M,X360,Deep Silver,Techland,7.0,,2.38,2.38,2011.0
799,Madden NFL 08,Sports,E,X360,EA Sports,EA Tiburon,8.7,,2.37,2.37,2007.0
802,Kirby: Triple Deluxe,Platform,E,3DS,Nintendo,HAL Laboratory,7.8,,2.37,,2014.0
803,Madden NFL 10,Sports,E,PS3,EA Sports,EA Tiburon,8.5,,2.37,2.37,2009.0
805,Sonic's Ultimate Genesis Collection,Misc,E10,PS3,Sega,Backbone Entertainment,8.1,,2.36,2.36,2009.0
812,Pokemon Ranger: Shadows of Almia,Role-Playing,E,DS,Nintendo,HAL Laboratory,6.7,,2.35,,2008.0
813,WarioWare: Smooth Moves,Puzzle,E,Wii,Nintendo,Intelligent Systems,8.2,,2.35,,2007.0
814,LEGO Indiana Jones: The Original Adventures,Adventure,E10,Wii,LucasArts,Traveller's Tales,7.8,,2.35,2.35,2008.0
818,Kinect Sports: Season Two,Sports,E10,X360,Microsoft Studios,Rare Ltd.,6.6,,2.33,2.33,2011.0
819,Madden NFL 25,Sports,E,X360,EA Sports,EA Tiburon,7.8,,2.33,2.33,2013.0
820,Art Academy,Misc,E,DS,Nintendo,Headstrong Games,6.8,,2.33,,2010.0
821,My Fitness Coach,Sports,E,Wii,Ubisoft,Ubisoft,7.1,,2.32,2.32,2008.0
822,Assassin's Creed IV: Black Flag,Action,M,XOne,Ubisoft,Ubisoft Montreal,8.3,,2.32,2.32,2013.0
823,Mario Super Sluggers,Sports,E,Wii,Nintendo,Bandai Namco Games / NOW Production,6.7,,2.32,,2008.0
830,The Sims 3,Simulation,T,X360,Electronic Arts,The Sims Studio,8.0,,2.31,2.31,2010.0
832,LEGO Star Wars: The Complete Saga,Action,E10,PS3,LucasArts,Traveller's Tales,8.0,,2.31,2.31,2007.0
835,Final Fantasy III,Role-Playing,E10,DS,Square Enix,Matrix Software,7.4,,2.3,,2006.0
838,LEGO Harry Potter: Years 1-4,Adventure,E10,DS,Warner Bros. Interactive,Traveller's Tales,8.0,,2.29,2.29,2010.0
839,Dead Island,Action,M,PS3,Deep Silver,Techland,6.7,,2.29,2.29,2011.0
842,Pro Evolution Soccer 2010,Sports,E,PS3,Konami,Konami,7.0,,2.28,2.28,2009.0
844,The Legend of Zelda: The Wind Waker,Action-Adventure,E10,WiiU,Nintendo,Nintendo EAD,9.3,,2.28,,2013.0
852,Kirby Squeak Squad,Platform,E,DS,Nintendo,"HAL Laboratory, Flagship",7.3,,2.27,,2006.0
853,Madden NFL 12,Sports,E,PS3,EA Sports,EA Tiburon,7.8,,2.27,2.27,2011.0
855,No Man's Sky,Action-Adventure,T,PS4,Hello Games,Hello Games,6.8,,2.26,2.26,2016.0
858,Guitar Hero III: Legends of Rock,Misc,T,PS3,RedOctane,Neversoft,8.2,8.0,2.25,2.25,2007.0
861,Call of Duty 3,Shooter,T,Wii,Activision,EXAKT Entertainment,6.8,7.3,2.24,2.24,2006.0
863,Fire Emblem: Awakening,Role-Playing,T,3DS,Nintendo,Intelligent Systems,9.0,,2.24,,2013.0
865,Super Mario All-Stars: Limited Edition,Platform,E,Wii,Nintendo,Nintendo EAD,7.2,,2.24,,2010.0
872,Star Wars: The Force Unleashed,Action,T,PS3,LucasArts,LucasArts,6.8,,2.22,2.22,2008.0
877,Guitar Hero II,Misc,T,X360,RedOctane,Harmonix Music Systems,9.2,,2.21,2.21,2007.0
879,Need for Speed: Hot Pursuit,Racing,E10,X360,Electronic Arts,Criterion Games,8.8,,2.2,2.2,2010.0
881,Rock Band 2,Misc,T,X360,MTV Games,Harmonix Music Systems,9.2,,2.2,2.2,2008.0
886,BioShock 2,Shooter,M,X360,2K Games,2K Marin,8.6,,2.2,2.2,2010.0
887,High School Musical: Makin' the Cut!,Puzzle,E,DS,Disney Interactive Studios,Artificial Mind and Movement,7.3,,2.2,2.2,2007.0
888,Final Fantasy XIII,Role-Playing,T,X360,Square Enix,Square Enix,8.1,,2.19,2.19,2010.0
890,FIFA 15,Sports,E,XOne,EA Sports,EA Canada,7.9,,2.19,2.19,2014.0
894,Mario Party 10,Misc,E,WiiU,Nintendo,"Nd Cube Co., Ltd.",6.3,,2.19,,2015.0
895,Pro Evolution Soccer 2012,Sports,E,PS3,Konami,Konami,7.5,,2.19,2.19,2011.0
896,Saints Row,Action,M,X360,THQ,Volition Inc.,8.0,,2.18,2.18,2006.0
897,Need for Speed: Payback,Racing,T,PS4,Electronic Arts,Ghost Games,5.8,,2.18,2.18,2017.0
905,Scribblenauts,Puzzle,E10,DS,Warner Bros. Interactive,5TH Cell,8.2,,2.17,2.17,2009.0
911,Your Shape featuring Jenny McCarthy,Sports,E,Wii,Ubisoft,Ubisoft,6.0,,2.16,2.16,2009.0
920,Mario & Sonic at the Olympic Games,Sports,E,Wii,Sega,Sega,7.2,,2.14,,2007.0
924,Call of Duty: Roads to Victory,Shooter,T,PSP,Activision,Amaze Entertainment,6.1,,2.14,2.14,2007.0
927,NBA 2K12,Sports,E,PS3,2K Sports,Visual Concepts,9.0,,2.13,2.13,2011.0
928,Borderlands,Shooter,M,PS3,2K Games,Gearbox Software,8.2,,2.12,2.12,2009.0
929,Mortal Kombat (2011),Fighting,M,X360,Warner Bros. Interactive Entertainment,NetherRealm Studios,8.6,,2.12,2.12,2011.0
932,NBA 2K11,Sports,E,X360,2K Sports,Visual Concepts,8.8,,2.11,2.11,2010.0
934,PES 2009: Pro Evolution Soccer,Sports,E,PS3,Konami,Konami,7.7,,2.11,2.11,2008.0
938,ARMS,Fighting,E10,NS,Nintendo,Nintendo EPD,7.9,,2.1,,2017.0
939,Killzone: Shadow Fall,Shooter,M,PS4,Sony Computer Entertainment,Guerrilla Games,9.0,,2.1,,2013.0
943,Need for Speed: Most Wanted 5-1-0,Racing,E10,PSP,Electronic Arts,EA Black Box,7.4,,2.09,2.09,2005.0
949,Grand Theft Auto: Episodes from Liberty City,Adventure,M,PS3,Rockstar Games,Rockstar North,9.0,,2.09,2.09,2010.0
953,Rock Band,Misc,T,Wii,MTV Games,Harmonix Music Systems,8.2,,2.08,2.08,2008.0
954,Portal 2,Shooter,E10,X360,Valve,Valve Software,9.6,,2.08,2.08,2011.0
955,Donkey Kong Country: Tropical Freeze,Platform,E,NS,Nintendo,Retro Studios,9.1,9.1,2.08,,2018.0
959,Metal Gear Solid: Peace Walker,Action,T,PSP,Konami,Kojima Productions,8.6,,2.08,2.08,2010.0
962,The Sims 2: Pets,Simulation,E,DS,Electronic Arts,Maxis,4.8,,2.07,2.07,2006.0
964,UFC 2009 Undisputed,Fighting,T,X360,THQ,Yuke's Osaka,8.4,,2.07,2.07,2009.0
967,Professor Layton and the Last Specter,Adventure,E10,DS,Nintendo,Level 5,8.4,,2.06,,2011.0
969,Call of Duty 2,Shooter,T,X360,Activision,Infinity Ward,8.8,9.1,2.06,2.06,2005.0
973,Tom Clancy's Splinter Cell: Conviction,Action,M,X360,Ubisoft,Ubisoft Montreal,8.6,,2.06,2.06,2010.0
974,Need for Speed: Undercover,Racing,T,PS3,Electronic Arts,EA Vancouver,5.9,,2.06,2.06,2008.0
975,Need for Speed: ProStreet,Racing,E10,X360,Electronic Arts,EA Black Box,7.1,,2.05,2.05,2007.0
977,Mortal Kombat vs DC Universe,Fighting,T,PS3,Midway Games,Midway Amusement Games,7.6,,2.05,2.05,2008.0
980,Dark Souls,Role-Playing,M,PS3,Namco Bandai,From Software,9.0,,2.05,2.05,2011.0
983,Need for Speed: ProStreet,Racing,E10,PS3,Electronic Arts,EA Black Box,7.2,,2.04,2.04,2007.0
984,Madden NFL 25,Sports,E,PS3,Electronic Arts,EA Tiburon,7.5,,2.04,2.04,2013.0
988,PGR4 - Project Gotham Racing 4,Racing,E,X360,Microsoft Game Studios,Bizarre Creations,8.6,,2.04,2.04,2007.0
989,Dance Central 2,Music,T,X360,Microsoft,Harmonix Music Systems,8.6,,2.04,2.04,2011.0
990,Dragon Quest XI: Echoes of an Elusive Age,Role-Playing,T,PS4,Square Enix,Square Enix,10.0,,2.04,2.04,2018.0
991,NBA 2K17,Sports,E,XOne,2K Sports,Visual Concepts,8.8,,2.04,2.04,2016.0
994,Mario Hoops 3 on 3,Sports,E,DS,Nintendo,Square Enix,7.1,,2.03,,2006.0
996,Rayman Raving Rabbids: TV Party,Misc,E10,Wii,Ubisoft,Ubisoft Paris,7.1,,2.03,2.03,2008.0
998,The Sims 3,Simulation,T,PS3,Electronic Arts,The Sims Studio,8.1,,2.03,2.03,2010.0
1000,Just Dance 3,Misc,E10,X360,Ubisoft,Ubisoft Paris,5.5,,2.02,2.02,2011.0
1001,Rocket League,Sports,E,PS4,505 Games,Psyonix Studios,8.7,,2.02,2.02,2016.0
1002,NBA 2K18,Sports,E10,XOne,2K Sports,Visual Concepts,7.7,,2.02,2.02,2017.0
1004,Need for Speed: The Run,Racing,T,PS3,Electronic Arts,EA Black Box,6.3,,2.01,2.01,2011.0
1008,Dead Space,Shooter,M,PS3,Electronic Arts,EA Redwood Shores,8.9,,2.0,2.0,2008.0
1009,Bloodborne,Role-Playing,M,PS4,Sony Computer Entertainment,From Software,8.2,,2.0,,2015.0
1010,Detroit: Become Human,Adventure,M,PS4,Sony Interactive Entertainment,Quantic Dream,8.0,,2.0,,2018.0
1013,Dragon Quest Monsters: Joker 2,Role-Playing,E10,DS,Nintendo,TOSE Software,8.1,,2.0,,2011.0
1015,Driveclub,Racing,E,PS4,Sony Computer Entertainment,Evolution Studios,7.2,,2.0,,2014.0
1019,Your Shape: Fitness Evolved,Sports,E,X360,Ubisoft,Ubisoft Montreal,7.0,,2.0,,2010.0
1020,The Legend of Zelda: Ocarina of Time 3D,Adventure,E10,3DS,Nintendo,GREZZO,9.3,,2.0,2.0,2011.0
1021,TouchMaster,Puzzle,E10,DS,Midway Games,Midway Studios San Diego,6.9,,2.0,2.0,2007.0
1022,Mortal Kombat vs DC Universe,Fighting,T,X360,Midway Games,Midway Amusement Games,7.6,,1.99,1.99,2008.0
1026,Just Cause 3,Action-Adventure,M,PS4,Square Enix,Avalanche Studios,7.5,,1.98,1.98,2015.0
1027,Donkey Kong Country: Tropical Freeze,Platform,E,WiiU,Nintendo,Retro Studios,8.8,9.1,1.98,,2014.0
1029,Mario Sports Mix,Sports,E,Wii,Nintendo,Square Enix,6.0,,1.98,,2011.0
1037,Hot Shots Golf: Open Tee,Sports,E10,PSP,Sony Computer Entertainment,Clap Hanz,8.4,,1.96,1.96,2005.0
1042,Tom Clancy's Rainbow Six: Vegas,Shooter,T,X360,Ubisoft,Ubisoft Montreal,8.8,,1.95,1.95,2006.0
1045,Pokemon Battle Revolution,Role-Playing,E,Wii,Nintendo,Genius Sonority Inc.,5.2,,1.95,,2007.0
1048,Burnout Paradise,Racing,E10,PS3,Electronic Arts,Criterion Games,9.0,,1.95,1.95,2008.0
1057,FIFA Soccer 09,Sports,E,X360,Electronic Arts,EA Canada,8.7,,1.94,1.94,2008.0
1058,Call of Duty: World at War,Shooter,M,Wii,Activision,EXAKT Entertainment,8.1,8.9,1.94,1.94,2008.0
1065,Guitar Hero: World Tour,Misc,T,PS3,Activision,Neversoft Entertainment,8.5,,1.92,1.92,2008.0
1071,Need for Speed: Shift,Racing,E,X360,Electronic Arts,Slightly Mad Studios,8.2,,1.91,1.91,2009.0
1074,LEGO City Undercover: The Chase Begins,Action,E,3DS,Nintendo,TT Fusion,6.2,,1.91,,2013.0
1077,Madden NFL 18,Sports,E,XOne,EA Sports,EA Tiburon,8.8,,1.91,1.91,2017.0
1079,Tomb Raider (2013),Action,M,X360,Square Enix,Crystal Dynamics,8.5,,1.9,1.9,2013.0
1080,Dead Rising,Action,M,X360,Capcom,Capcom Production Studio 1,8.4,,1.9,,2006.0
1081,Dissidia: Final Fantasy,Fighting,T,PSP,Square Enix,Square Enix,8.1,10.0,1.9,,2009.0
1082,Dragon Ball: Xenoverse 2,Action,T,PS4,Namco Bandai Games,Dimps Corporation,7.1,,1.9,,2016.0
1083,Dragon Quest Monsters: Joker,Role-Playing,E10,DS,Square Enix,TOSE Software,7.6,,1.9,,2007.0
1084,Monster Hunter Tri,Role-Playing,T,Wii,Capcom,Capcom Production Studio 1,8.1,10.0,1.9,,2010.0
1089,Minecraft,Sandbox,E10,NS,Mojang,4J Studios,9.2,,1.89,1.89,2018.0
1090,Ratchet & Clank Future: A Crack in Time,Platform,E10,PS3,Sony Computer Entertainment,Insomniac Games,8.7,9.0,1.89,1.89,2009.0
1091,Madden NFL 09,Sports,E,PS3,EA Sports,EA Tiburon,8.6,,1.89,1.89,2008.0
1104,inFAMOUS 2,Action,T,PS3,Sony Computer Entertainment,Sucker Punch Productions,8.1,,1.87,1.87,2011.0
1105,Star Wars: The Force Unleashed,Action,T,Wii,LucasArts,Krome Studios,6.8,7.4,1.86,1.86,2008.0
1110,Sonic Classic Collection,Platform,E,DS,Sega,Sonic Team,7.5,,1.86,1.86,2010.0
1113,The Evil Within,Action,M,PS4,Bethesda Softworks,Tango Gameworks,7.7,,1.86,1.86,2014.0
1119,Kirby's Epic Yarn,Platform,E,Wii,Nintendo,Good-Feel,8.7,,1.85,,2010.0
1123,Forza Horizon 4,Racing,E,XOne,Microsoft Studios,Playground Games,9.2,,1.84,1.84,2018.0
1125,Rayman Raving Rabbids 2,Misc,E10,Wii,Ubisoft,Ubisoft Paris,6.6,,1.84,1.84,2007.0
1131,The Elder Scrolls V: Skyrim Special Edition,Role-Playing,M,XOne,Bethesda Softworks,Bethesda Softworks,8.1,,1.83,1.83,2016.0
1134,Demon's Souls,Role-Playing,M,PS3,Atlus,From Software,9.1,9.5,1.83,1.83,2009.0
1140,BioShock Infinite,Shooter,M,PS3,2K Games,Irrational Games,9.5,,1.82,1.82,2013.0
1143,The Orange Box,Shooter,M,X360,Electronic Arts,Valve Software,9.7,,1.82,1.82,2007.0
1150,Madden NFL 07,Sports,E,X360,EA Sports,EA Tiburon,8.2,,1.8,1.8,2006.0
1156,Sonic Colors,Platform,E,Wii,Sega,Sonic Team,7.7,,1.8,,2010.0
1158,Kirby's Return to Dreamland,Platform,E10,Wii,Nintendo,HAL Laboratory,7.6,,1.79,,2011.0
1159,New Play Control! Mario Power Tennis,Sports,E,Wii,Nintendo,Camelot Software Planning,6.6,,1.79,,2009.0
1162,LEGO Star Wars III: The Clone Wars,Action,E10,Wii,LucasArts,Traveller's Tales,7.5,,1.79,1.79,2011.0
1167,Far Cry 5,Action,M,XOne,Ubisoft,Ubisoft Montreal,7.2,,1.78,1.78,2018.0
1172,UFC 2009 Undisputed,Fighting,T,PS3,THQ,Yuke's Osaka,8.4,,1.76,1.76,2009.0
1174,High School Musical: Sing It!,Misc,E,Wii,Disney Interactive Studios,Artificial Mind and Movement,6.4,,1.76,1.76,2007.0
1181,Wii Party U,Party,E,WiiU,Nintendo,"Nd Cube Co., Ltd.",6.6,,1.76,,2013.0
1190,Just Cause 2,Action,M,PS3,Square Enix,Avalanche Studios,8.3,,1.75,1.75,2010.0
1198,FIFA Soccer 08,Sports,E,PS3,EA Sports,EA Canada,8.5,,1.75,1.75,2007.0
1199,Crackdown,Shooter,M,X360,Microsoft Game Studios,Realtime Worlds,8.4,7.0,1.75,1.75,2007.0
1216,Mario & Luigi: Partners in Time,Role-Playing,E,DS,Nintendo,AlphaDream Corporation,8.8,,1.73,,2005.0
1224,Titanfall 2,Shooter,M,PS4,Electronic Arts,Respawn Entertainment,8.9,,1.72,1.72,2016.0
1229,The Beatles: Rock Band,Misc,T,Wii,MTV Games,Harmonix Music Systems,9.0,,1.71,1.71,2009.0
1237,Portal 2,Shooter,E10,PS3,Valve,Valve Software,9.6,,1.71,1.71,2011.0
1244,Dragon Quest V: Hand of the Heavenly Bride,Role-Playing,E10,DS,Square Enix,ArtePiazza,8.6,,1.7,,2009.0
1245,Dragon Quest VI: Realms of Revelation,Role-Playing,T,DS,Nintendo,ArtePiazza,7.6,,1.7,,2011.0
1249,Kingdom Hearts 358/2 Days,Role-Playing,E10,DS,Square Enix,High Horse Entertainment,7.5,,1.7,,2009.0
