rank of the week,name,weekly sales,total sales,week after release
65,"Monster Hunter Double Cross (3DS)Capcom, Action",Pro,N/A,15
66,"Uncharted: The Nathan Drake Collection (PS4)Sony Computer Entertainment, Action",Pro,N/A,90
67,"Rocket League (PS4)505 Games, Sports",Pro,N/A,53
68,"Mafia III (PS4)Take-Two Interactive, Action-Adventure",Pro,N/A,38
69,"NBA 2K17 (PS4)Take-Two Interactive, Sports",Pro,N/A,41
70,"Call of Duty: Infinite Warfare (XOne)Activision, Shooter",Pro,N/A,34
71,"Gears of War 4 (XOne)Microsoft Studios, Shooter",Pro,N/A,37
72,"Grand Theft Auto V (PS3)Take-Two Interactive, Action",Pro,N/A,197
73,"Call of Duty: Black Ops 3 (PS4)Activision, Shooter",Pro,N/A,86
74,"Tom Clancy's Rainbow Six: Siege (XOne)Ubisoft, Shooter",Pro,N/A,82
75,"Doom (2016) (PS4)Bethesda Softworks, Shooter",Pro,N/A,59
1,"Arms (NS)Nintendo, Fighting","421,546","421,546",1
2,"Horizon: Zero Dawn (PS4)Sony Interactive Entertainment, Action","101,738","2,985,074",16
3,"Mario Kart 8 Deluxe (NS)Nintendo, Racing","78,497","2,344,189",8
4,"Tekken 7 (PS4)Namco Bandai Games, Fighting","74,739","670,815",3
5,"The Legend of Zelda: Breath of the Wild (NS)Nintendo, Action-Adventure","48,965","3,158,815",16
6,"Grand Theft Auto V (PS4)Take-Two Interactive, Action","48,241","15,060,621",135
7,"Injustice 2 (PS4)Warner Bros. Interactive Entertainment, Fighting","43,690","759,785",5
8,"Pokemon Sun/Moon (3DS)Nintendo, Role-Playing","43,124","14,029,166",31
9,"WipEout Omega Collection (PS4)Sony Interactive Entertainment, Racing","30,012","128,659",2
10,"DiRT 4 (PS4)Codemasters, Racing","28,450","96,037",2
11,"Overwatch (PS4)Activision, Shooter","28,269","3,195,680",56
12,"Tom Clancy's Ghost Recon Wildlands (PS4)Ubisoft, Shooter","28,158","2,120,220",15
13,"Uncharted (PS4) (PS4)Sony Interactive Entertainment, Action","24,265","9,241,180",58
14,"Call of Duty: Infinite Warfare (PS4)Activision, Shooter","23,115","7,311,099",33
15,"Ni-Oh (PS4)Tecmo Koei, Action","23,028","704,877",19
16,"Grand Theft Auto V (XOne)Take-Two Interactive, Action","22,489","6,495,825",135
17,"FIFA 17 (PS4)Electronic Arts, Sports","20,737","10,577,389",38
18,"Kingdom Hearts 1.5 + 2.5 Remix (PS4)Square Enix, Role-Playing","20,176","629,706",15
19,"Injustice 2 (XOne)Warner Bros. Interactive Entertainment, Fighting","18,664","346,718",5
20,"Fire Emblem Echoes: Shadows of Valentia (3DS)Nintendo, Role-Playing","17,742","456,263",9
21,"1-2-Switch (NS)Nintendo, Party","17,317","645,820",16
22,"Prey (2017) (PS4)Bethesda Softworks, Shooter","16,082","361,891",7
23,"Overwatch (XOne)Activision, Shooter","15,902","1,789,613",56
24,"Battlefield 1 (PS4)Electronic Arts, Shooter","14,361","6,651,174",35
25,"Tom Clancy's Rainbow Six: Siege (PS4)Ubisoft, Shooter","14,318","2,742,430",81
26,"MotoGP 17 (PS4)Koch Media, Racing","14,190","14,190",1
27,"MineCraft (PS4)Sony Computer Entertainment, Misc","14,108","4,745,811",142
28,"Mario Kart (3DS)Nintendo, Racing","13,995","13,828,062",290
29,"Ultra Street Fighter II: The Final Challengers (NS)Capcom, Fighting","13,451","183,558",4
30,"Tekken 7 (XOne)Namco Bandai Games, Fighting","12,678","142,704",3
31,"The Witcher 3: Wild Hunt (PS4)Namco Bandai Games, Role-Playing",Pro,N/A,109
32,"NieR Automata (PS4)Square Enix, Role-Playing",Pro,N/A,17
33,"Ratchet & Clank (2016) (PS4)Sony Interactive Entertainment, Platform",Pro,N/A,62
34,"Forza Horizon 3 (XOne)Microsoft Studios, Racing",Pro,N/A,38
35,"DiRT 4 (XOne)Codemasters, Racing",Pro,N/A,2
36,"MLB The Show 17 (PS4)Sony Interactive Entertainment, Sports",Pro,N/A,12
37,"Mass Effect: Andromeda (PS4)Electronic Arts, Role-Playing",Pro,N/A,13
38,"Pokemon Omega Ruby/Pokemon Alpha Sapphire (3DS)Nintendo, Role-Playing",Pro,N/A,135
39,"Tom Clancy's Ghost Recon Wildlands (XOne)Ubisoft, Shooter",Pro,N/A,15
40,"Dishonored 2 (PS4)Bethesda Softworks, Action",Pro,N/A,32
41,"For Honor (PS4)Ubisoft, Action",Pro,N/A,18
42,"Resident Evil VII: Biohazard (PS4)Capcom, Action",Pro,N/A,21
43,"Watch Dogs 2 (PS4)Ubisoft, Action",Pro,N/A,31
44,"The Elder Scrolls V: Skyrim (PS4)Bethesda Softworks, Role-Playing",Pro,N/A,34
45,"Persona 5 (PS4)Deep Silver, Role-Playing",Pro,N/A,40
46,"The Legend of Zelda: Breath of the Wild (WiiU)Nintendo, Action-Adventure",Pro,N/A,16
47,"LEGO Worlds (PS4)Warner Bros. Interactive Entertainment, Misc",Pro,N/A,15
48,"NBA 2K17 (PS4)Take-Two Interactive, Sports",Pro,N/A,40
49,"PokÃÂ©mon X/Y (3DS)Nintendo, Role-Playing",Pro,N/A,193
50,"Animal Crossing: New Leaf (3DS)Nintendo, Simulation",Pro,N/A,241
51,"Super Mario Maker (3DS)Nintendo, Platform",Pro,N/A,29
52,"Final Fantasy XV (PS4)Square Enix, Role-Playing",Pro,N/A,29
53,"Uncharted: The Nathan Drake Collection (PS4)Sony Computer Entertainment, Action",Pro,N/A,89
54,"Bloodborne (PS4)Sony Computer Entertainment, Role-Playing",Pro,N/A,117
55,"Rocket League (PS4)505 Games, Sports",Pro,N/A,52
56,"FIFA 17 (XOne)Electronic Arts, Sports",Pro,N/A,38
57,"God of War III (PS4)Sony Computer Entertainment, Action",Pro,N/A,101
58,"Gears of War 4 (XOne)Microsoft Studios, Shooter",Pro,N/A,36
59,"Monster Hunter Double Cross (3DS)Capcom, Action",Pro,N/A,14
60,"PlayStation VR Worlds (PS4)Sony Interactive Entertainment, Misc",Pro,N/A,36
61,"Disgaea 5 Complete (NS)Nippon Ichi Software, Role-Playing",Pro,N/A,16
62,"The Elder Scrolls Online: Morrowind (PS4)Bethesda Softworks, MMO",Pro,N/A,2
63,"Farpoint (PS4)Sony Interactive Entertainment, Shooter",Pro,N/A,5
64,"Super Bomberman R (NS)Konami Digital Entertainment, Puzzle",Pro,N/A,16
65,"MineCraft (XOne)Microsoft Studios, Misc",Pro,N/A,135
66,"The Last of Us (PS4)Sony Computer Entertainment, Action-Adventure",Pro,N/A,151
67,"Call of Duty: Infinite Warfare (XOne)Activision, Shooter",Pro,N/A,33
68,"Halo 5: Guardians (XOne)Microsoft Studios, Shooter",Pro,N/A,86
69,"Fallout 4 (PS4)Bethesda Softworks, Role-Playing",Pro,N/A,84
70,"Mafia III (PS4)Take-Two Interactive, Action-Adventure",Pro,N/A,37
71,"LEGO City Undercover (NS)Warner Bros. Interactive Entertainment, Platform",Pro,N/A,11
72,"Doom (2016) (PS4)Bethesda Softworks, Shooter",Pro,N/A,58
73,"Cars 3: Driven to Win (NS)Warner Bros. Interactive Entertainment, Racing",Pro,N/A,1
74,"Grand Theft Auto V (PS3)Take-Two Interactive, Action",Pro,N/A,196
75,"LEGO City Undercover (PS4)Warner Bros. Interactive Entertainment, Platform",Pro,N/A,11
1,"Tekken 7 (PS4)Namco Bandai Games, Fighting","165,017","596,076",2
2,"Mario Kart 8 Deluxe (NS)Nintendo, Racing","105,818","2,265,692",7
3,"WipEout Omega Collection (PS4)Sony Interactive Entertainment, Racing","98,647","98,647",1
4,"Horizon: Zero Dawn (PS4)Sony Interactive Entertainment, Action","88,104","2,883,336",15
5,"The Legend of Zelda: Breath of the Wild (NS)Nintendo, Action-Adventure","71,583","3,109,850",15
6,"DiRT 4 (PS4)Codemasters, Racing","67,587","67,587",1
7,"Injustice 2 (PS4)Warner Bros. Interactive Entertainment, Fighting","61,611","716,095",4
8,"Pokemon Sun/Moon (3DS)Nintendo, Role-Playing","50,719","13,986,042",30
9,"Grand Theft Auto V (PS4)Take-Two Interactive, Action","49,819","15,012,380",134
10,"Tekken 7 (XOne)Namco Bandai Games, Fighting","38,771","130,026",2
11,"The Elder Scrolls Online: Morrowind (PS4)Bethesda Softworks, MMO","38,514","38,514",1
12,"Overwatch (PS4)Activision, Shooter","35,342","3,167,411",55
13,"Fire Emblem Echoes: Shadows of Valentia (3DS)Nintendo, Role-Playing","33,529","438,521",8
14,"Prey (2017) (PS4)Bethesda Softworks, Shooter","31,582","345,809",6
15,"Tom Clancy's Ghost Recon Wildlands (PS4)Ubisoft, Shooter","30,086","2,092,062",14
16,"Uncharted (PS4) (PS4)Sony Interactive Entertainment, Action","28,037","9,216,915",57
17,"DiRT 4 (XOne)Codemasters, Racing","27,469","27,469",1
18,"Call of Duty: Infinite Warfare (PS4)Activision, Shooter","27,259","7,287,984",32
19,"FIFA 17 (PS4)Electronic Arts, Sports","27,167","10,556,652",37
20,"Grand Theft Auto V (XOne)Take-Two Interactive, Action","24,014","6,473,336",134
21,"Injustice 2 (XOne)Warner Bros. Interactive Entertainment, Fighting","23,908","328,054",4
22,"Ultra Street Fighter II: The Final Challengers (NS)Capcom, Fighting","23,195","170,107",3
23,"The Elder Scrolls Online: Morrowind (XOne)Bethesda Softworks, MMO","21,643","21,643",1
24,"Kingdom Hearts 1.5 + 2.5 Remix (PS4)Square Enix, Role-Playing","19,518","609,530",14
25,"Ni-Oh (PS4)Tecmo Koei, Action","18,861","681,849",18
26,"Mario Kart (3DS)Nintendo, Racing","17,893","13,814,067",289
27,"Overwatch (XOne)Activision, Shooter","17,860","1,773,711",55
28,"Persona 5 (PS4)Deep Silver, Role-Playing","17,679","968,292",39
29,"1-2-Switch (NS)Nintendo, Party","17,443","628,503",15
30,"Battlefield 1 (PS4)Electronic Arts, Shooter","17,200","6,636,813",34
31,"NieR Automata (PS4)Square Enix, Role-Playing",Pro,N/A,16
32,"NBA 2K17 (PS4)Take-Two Interactive, Sports",Pro,N/A,39
33,"MineCraft (PS4)Sony Computer Entertainment, Misc",Pro,N/A,141
34,"Tom Clancy's Rainbow Six: Siege (PS4)Ubisoft, Shooter",Pro,N/A,80
35,"The Elder Scrolls Online: Morrowind (PC)Bethesda Softworks, MMO",Pro,N/A,1
36,"The Legend of Zelda: Breath of the Wild (WiiU)Nintendo, Action-Adventure",Pro,N/A,15
37,"Uncharted: The Nathan Drake Collection (PS4)Sony Computer Entertainment, Action",Pro,N/A,88
38,"Gears of War 4 (XOne)Microsoft Studios, Shooter",Pro,N/A,35
39,"Mass Effect: Andromeda (PS4)Electronic Arts, Role-Playing",Pro,N/A,12
40,"The Elder Scrolls V: Skyrim (PS4)Bethesda Softworks, Role-Playing",Pro,N/A,33
41,"Dishonored 2 (PS4)Bethesda Softworks, Action",Pro,N/A,31
42,"Resident Evil VII: Biohazard (PS4)Capcom, Action",Pro,N/A,20
43,"LEGO Worlds (PS4)Warner Bros. Interactive Entertainment, Misc",Pro,N/A,14
44,"Final Fantasy XV (PS4)Square Enix, Role-Playing",Pro,N/A,28
45,"Prey (2017) (XOne)Bethesda Softworks, Shooter",Pro,N/A,6
46,"Forza Horizon 3 (XOne)Microsoft Studios, Racing",Pro,N/A,37
47,"FIFA 17 (XOne)Electronic Arts, Sports",Pro,N/A,37
48,"The Witcher 3: Wild Hunt (PS4)Namco Bandai Games, Role-Playing",Pro,N/A,108
49,"MineCraft (XOne)Microsoft Studios, Misc",Pro,N/A,134
50,"NBA 2K17 (XOne)Take-Two Interactive, Sports",Pro,N/A,39
51,"For Honor (PS4)Ubisoft, Action",Pro,N/A,17
52,"Watch Dogs 2 (PS4)Ubisoft, Action",Pro,N/A,30
53,"Disgaea 5 Complete (NS)Nippon Ichi Software, Role-Playing",Pro,N/A,15
54,"Pokemon Omega Ruby/Pokemon Alpha Sapphire (3DS)Nintendo, Role-Playing",Pro,N/A,134
55,"Tom Clancy's Ghost Recon Wildlands (XOne)Ubisoft, Shooter",Pro,N/A,14
56,"PokÃÂ©mon X/Y (3DS)Nintendo, Role-Playing",Pro,N/A,192
57,"Rocket League (PS4)505 Games, Sports",Pro,N/A,51
58,"Mafia III (PS4)Take-Two Interactive, Action-Adventure",Pro,N/A,36
59,"Super Bomberman R (NS)Konami Digital Entertainment, Puzzle",Pro,N/A,15
60,"Call of Duty: Black Ops 3 (PS4)Activision, Shooter",Pro,N/A,84
61,"Animal Crossing: New Leaf (3DS)Nintendo, Simulation",Pro,N/A,240
62,"Monster Hunter Double Cross (3DS)Capcom, Action",Pro,N/A,13
63,"Star Trek Bridge Crew VR (PS4)Ubisoft, Action",Pro,N/A,2
64,"Super Mario Maker (3DS)Nintendo, Platform",Pro,N/A,28
65,"The Last of Us (PS4)Sony Computer Entertainment, Action-Adventure",Pro,N/A,150
66,"Fallout 4 (PS4)Bethesda Softworks, Role-Playing",Pro,N/A,83
67,"LEGO City Undercover (NS)Warner Bros. Interactive Entertainment, Platform",Pro,N/A,10
68,"The Sims 4 (PC)Electronic Arts, Simulation",Pro,N/A,145
69,"Tom Clancy's Rainbow Six: Siege (XOne)Ubisoft, Shooter",Pro,N/A,80
70,"MLB The Show 17 (PS4)Sony Interactive Entertainment, Sports",Pro,N/A,11
71,"Hitman (2016) (PS4)Square Enix, Action",Pro,N/A,19
72,"MXGP 3: The Official Motocross Videogame (PS4)Milestone, Racing",Pro,N/A,2
73,"Farming Simulator 18 (3DS)Focus Home Interactive, Simulation",Pro,N/A,1
74,"PlayStation VR Worlds (PS4)Sony Interactive Entertainment, Misc",Pro,N/A,35
75,"Halo 5: Guardians (XOne)Microsoft Studios, Shooter",Pro,N/A,85
1,"Tekken 7 (PS4)Namco Bandai Games, Fighting","431,059","431,059",1
2,"Mario Kart 8 Deluxe (NS)Nintendo, Racing","134,815","2,159,874",6
3,"Tekken 7 (XOne)Namco Bandai Games, Fighting","91,255","91,255",1
4,"Injustice 2 (PS4)Warner Bros. Interactive Entertainment, Fighting","90,105","654,484",3
5,"The Legend of Zelda: Breath of the Wild (NS)Nintendo, Action-Adventure","87,786","3,038,267",14
6,"Pokemon Sun/Moon (3DS)Nintendo, Role-Playing","53,965","13,935,323",29
7,"Grand Theft Auto V (PS4)Take-Two Interactive, Action","53,170","14,962,561",133
8,"Overwatch (PS4)Activision, Shooter","52,395","3,132,069",54
9,"Horizon: Zero Dawn (PS4)Sony Interactive Entertainment, Action","51,997","2,795,232",14
10,"Ultra Street Fighter II: The Final Challengers (NS)Capcom, Fighting","45,933","146,912",2
11,"Fire Emblem Echoes: Shadows of Valentia (3DS)Nintendo, Role-Playing","42,617","404,992",7
12,"Prey (2017) (PS4)Bethesda Softworks, Shooter","41,016","314,227",5
13,"Injustice 2 (XOne)Warner Bros. Interactive Entertainment, Fighting","37,983","304,146",3
14,"FIFA 17 (PS4)Electronic Arts, Sports","37,043","10,529,485",36
15,"Tom Clancy's Ghost Recon Wildlands (PS4)Ubisoft, Shooter","37,015","2,061,976",13
16,"Star Trek Bridge Crew VR (PS4)Ubisoft, Action","34,700","34,700",1
17,"Seiken Densetsu Collection (NS)Square Enix, Role-Playing","30,507","30,507",1
18,"Call of Duty: Infinite Warfare (PS4)Activision, Shooter","26,995","7,260,725",31
19,"MXGP 3: The Official Motocross Videogame (PS4)Milestone, Racing","26,495","26,495",1
20,"Grand Theft Auto V (XOne)Take-Two Interactive, Action","26,266","6,449,322",133
21,"Uncharted (PS4) (PS4)Sony Interactive Entertainment, Action","26,011","9,188,878",56
22,"Overwatch (XOne)Activision, Shooter","23,551","1,755,851",54
23,"NieR Automata (PS4)Square Enix, Role-Playing","20,265","733,903",15
24,"Mario Kart (3DS)Nintendo, Racing","20,251","13,796,174",288
25,"Battlefield 1 (PS4)Electronic Arts, Shooter","20,206","6,619,613",33
26,"Kingdom Hearts 1.5 + 2.5 Remix (PS4)Square Enix, Role-Playing","19,036","590,012",13
27,"Persona 5 (PS4)Deep Silver, Role-Playing","18,592","950,613",38
28,"1-2-Switch (NS)Nintendo, Party","18,371","611,060",14
29,"Disgaea 5 Complete (NS)Nippon Ichi Software, Role-Playing","18,071","69,717",14
30,"Tom Clancy's Rainbow Six: Siege (PS4)Ubisoft, Shooter","18,003","2,712,497",79
31,"MineCraft (PS4)Sony Computer Entertainment, Misc",Pro,N/A,140
32,"NBA 2K17 (PS4)Take-Two Interactive, Sports",Pro,N/A,38
33,"Final Fantasy XV (PS4)Square Enix, Role-Playing",Pro,N/A,27
34,"Prey (2017) (XOne)Bethesda Softworks, Shooter",Pro,N/A,5
35,"FIFA 17 (XOne)Electronic Arts, Sports",Pro,N/A,36
36,"Mass Effect: Andromeda (PS4)Electronic Arts, Role-Playing",Pro,N/A,11
37,"Forza Horizon 3 (XOne)Microsoft Studios, Racing",Pro,N/A,36
38,"Tom Clancy's Ghost Recon Wildlands (XOne)Ubisoft, Shooter",Pro,N/A,13
39,"The Legend of Zelda: Breath of the Wild (WiiU)Nintendo, Action-Adventure",Pro,N/A,14
40,"Resident Evil VII: Biohazard (PS4)Capcom, Action",Pro,N/A,19
41,"Dishonored 2 (PS4)Bethesda Softworks, Action",Pro,N/A,30
42,"Gears of War 4 (XOne)Microsoft Studios, Shooter",Pro,N/A,34
43,"LEGO Worlds (PS4)Warner Bros. Interactive Entertainment, Misc",Pro,N/A,13
44,"The Elder Scrolls V: Skyrim (PS4)Bethesda Softworks, Role-Playing",Pro,N/A,32
45,"PlayStation VR Worlds (PS4)Sony Interactive Entertainment, Misc",Pro,N/A,34
46,"For Honor (PS4)Ubisoft, Action",Pro,N/A,16
47,"Farpoint (PS4)Sony Interactive Entertainment, Shooter",Pro,N/A,3
48,"Rocket League (PS4)505 Games, Sports",Pro,N/A,50
49,"The Witcher 3: Wild Hunt (PS4)Namco Bandai Games, Role-Playing",Pro,N/A,107
50,"Watch Dogs 2 (PS4)Ubisoft, Action",Pro,N/A,29
51,"Call of Duty: Black Ops 3 (PS4)Activision, Shooter",Pro,N/A,83
52,"Sukitomo. Tsukiuta. 12 Memories (PSV)Namco Bandai Games, Adventure",Pro,N/A,1
53,"NBA 2K17 (XOne)Take-Two Interactive, Sports",Pro,N/A,38
54,"Mafia III (PS4)Take-Two Interactive, Action-Adventure",Pro,N/A,35
55,"MineCraft (XOne)Microsoft Studios, Misc",Pro,N/A,133
56,"Super Bomberman R (NS)Konami Digital Entertainment, Puzzle",Pro,N/A,14
57,"Hitman (2016) (PS4)Square Enix, Action",Pro,N/A,18
58,"Uncharted: The Nathan Drake Collection (PS4)Sony Computer Entertainment, Action",Pro,N/A,87
59,"Super Mario Maker (3DS)Nintendo, Platform",Pro,N/A,27
60,"Pokemon Omega Ruby/Pokemon Alpha Sapphire (3DS)Nintendo, Role-Playing",Pro,N/A,133
61,"Tom Clancy's Rainbow Six: Siege (XOne)Ubisoft, Shooter",Pro,N/A,79
62,"LEGO City Undercover (NS)Warner Bros. Interactive Entertainment, Platform",Pro,N/A,9
63,"LEGO City Undercover (PS4)Warner Bros. Interactive Entertainment, Platform",Pro,N/A,9
64,"PokÃÂ©mon X/Y (3DS)Nintendo, Role-Playing",Pro,N/A,191
65,"Monster Hunter Double Cross (3DS)Capcom, Action",Pro,N/A,12
66,"Rime (PS4)Grey Box, Adventure",Pro,N/A,2
67,"Call of Duty: Infinite Warfare (XOne)Activision, Shooter",Pro,N/A,31
68,"The Last of Us (PS4)Sony Computer Entertainment, Action-Adventure",Pro,N/A,149
69,"Animal Crossing: New Leaf (3DS)Nintendo, Simulation",Pro,N/A,239
70,"Mortal Kombat X (PS4)Warner Bros. Interactive Entertainment, Fighting",Pro,N/A,112
71,"Rocket League (XOne)505 Games, Sports",Pro,N/A,50
72,"Halo 5: Guardians (XOne)Microsoft Studios, Shooter",Pro,N/A,84
73,"Guilty Gear Xrd REV 2 (PS4)PQube, Fighting",Pro,N/A,2
74,"MLB The Show 17 (PS4)Sony Interactive Entertainment, Sports",Pro,N/A,10
75,"Battlefield 1 (XOne)Electronic Arts, Shooter",Pro,N/A,33
1,"Injustice 2 (PS4)Warner Bros. Interactive Entertainment, Fighting","154,376","564,379",2
2,"Mario Kart 8 Deluxe (NS)Nintendo, Racing","136,922","2,025,059",5
3,"Ultra Street Fighter II: The Final Challengers (NS)Capcom, Fighting","100,979","100,979",1
4,"The Legend of Zelda: Breath of the Wild (NS)Nintendo, Action-Adventure","76,318","2,950,481",13
5,"Injustice 2 (XOne)Warner Bros. Interactive Entertainment, Fighting","66,328","266,163",2
6,"Fire Emblem Echoes: Shadows of Valentia (3DS)Nintendo, Role-Playing","53,251","362,375",6
7,"Pokemon Sun/Moon (3DS)Nintendo, Role-Playing","46,368","13,881,358",28
8,"Grand Theft Auto V (PS4)Take-Two Interactive, Action","40,950","14,909,391",132
9,"Horizon: Zero Dawn (PS4)Sony Interactive Entertainment, Action","38,583","2,743,235",13
10,"Prey (2017) (PS4)Bethesda Softworks, Shooter","36,762","273,211",4
11,"Tom Clancy's Ghost Recon Wildlands (PS4)Ubisoft, Shooter","36,418","2,024,961",12
12,"Disgaea 5 Complete (NS)Nippon Ichi Software, Role-Playing","31,993","51,646",13
13,"FIFA 17 (PS4)Electronic Arts, Sports","31,085","10,492,442",35
14,"Overwatch (PS4)Activision, Shooter","28,021","3,079,674",53
15,"Ys VIII: Lacrimosa of Dana (PS4)Nippon Ichi Software, Role-Playing","26,732","26,732",1
16,"Grand Theft Auto V (XOne)Take-Two Interactive, Action","21,841","6,423,056",132
17,"Guilty Gear Xrd REV 2 (PS4)PQube, Fighting","21,402","21,402",1
18,"Uncharted (PS4) (PS4)Sony Interactive Entertainment, Action","21,240","9,162,867",55
19,"Rime (PS4)Grey Box, Adventure","19,109","19,109",1
20,"Call of Duty: Infinite Warfare (PS4)Activision, Shooter","18,548","7,233,730",30
21,"Mario Kart (3DS)Nintendo, Racing","17,899","13,775,923",287
22,"Dishonored 2 (PS4)Bethesda Softworks, Action","17,738","1,479,521",29
23,"Persona 5 (PS4)Deep Silver, Role-Playing","17,427","932,021",37
24,"NieR Automata (PS4)Square Enix, Role-Playing","17,015","713,638",14
25,"Overwatch (XOne)Activision, Shooter","16,740","1,732,300",53
26,"Tom Clancy's Ghost Recon Wildlands (XOne)Ubisoft, Shooter","16,691","1,048,566",12
27,"1-2-Switch (NS)Nintendo, Party","16,024","592,689",13
28,"FIFA 17 (XOne)Electronic Arts, Sports","15,494","3,514,622",35
29,"Tom Clancy's Rainbow Six: Siege (PS4)Ubisoft, Shooter","14,818","2,694,494",78
30,"Farpoint (PS4)Sony Interactive Entertainment, Shooter","14,510","83,147",2
31,"Kingdom Hearts 1.5 + 2.5 Remix (PS4)Square Enix, Role-Playing",Pro,N/A,12
32,"Forza Horizon 3 (XOne)Microsoft Studios, Racing",Pro,N/A,35
33,"Resident Evil VII: Biohazard (PS4)Capcom, Action",Pro,N/A,18
34,"Final Fantasy XV (PS4)Square Enix, Role-Playing",Pro,N/A,26
35,"Battlefield 1 (PS4)Electronic Arts, Shooter",Pro,N/A,32
36,"Prey (2017) (XOne)Bethesda Softworks, Shooter",Pro,N/A,4
37,"Call of Duty: Black Ops 3 (PS4)Activision, Shooter",Pro,N/A,82
38,"NBA 2K17 (PS4)Take-Two Interactive, Sports",Pro,N/A,37
39,"MineCraft (PS4)Sony Computer Entertainment, Misc",Pro,N/A,139
40,"LEGO Worlds (PS4)Warner Bros. Interactive Entertainment, Misc",Pro,N/A,12
41,"LEGO City Undercover (NS)Warner Bros. Interactive Entertainment, Platform",Pro,N/A,8
42,"Gears of War 4 (XOne)Microsoft Studios, Shooter",Pro,N/A,33
43,"The Legend of Zelda: Breath of the Wild (WiiU)Nintendo, Action-Adventure",Pro,N/A,13
44,"For Honor (PS4)Ubisoft, Action",Pro,N/A,15
45,"Mass Effect: Andromeda (PS4)Electronic Arts, Role-Playing",Pro,N/A,10
46,"The Elder Scrolls V: Skyrim (PS4)Bethesda Softworks, Role-Playing",Pro,N/A,31
47,"Super Bomberman R (NS)Konami Digital Entertainment, Puzzle",Pro,N/A,13
48,"The Surge (PS4)Koch Media, Action",Pro,N/A,2
49,"Mafia III (PS4)Take-Two Interactive, Action-Adventure",Pro,N/A,34
50,"Super Mario Maker (3DS)Nintendo, Platform",Pro,N/A,26
51,"PokÃÂ©mon X/Y (3DS)Nintendo, Role-Playing",Pro,N/A,190
52,"Watch Dogs 2 (PS4)Ubisoft, Action",Pro,N/A,28
53,"Utawarerumono: Itsuwari no Kamen (PS4)Deep Silver, Adventure",Pro,N/A,88
54,"Monster Hunter Double Cross (3DS)Capcom, Action",Pro,N/A,11
55,"Call of Duty: Infinite Warfare (XOne)Activision, Shooter",Pro,N/A,30
56,"Utawarerumono: Itsuwari no Kamen (PSV)Deep Silver, Adventure",Pro,N/A,88
57,"Pokemon Omega Ruby/Pokemon Alpha Sapphire (3DS)Nintendo, Role-Playing",Pro,N/A,132
58,"Rocket League (PS4)505 Games, Sports",Pro,N/A,49
59,"The Witcher 3: Wild Hunt (PS4)Namco Bandai Games, Role-Playing",Pro,N/A,106
60,"LEGO City Undercover (PS4)Warner Bros. Interactive Entertainment, Platform",Pro,N/A,8
61,"Titanfall 2 (PS4)Electronic Arts, Shooter",Pro,N/A,31
62,"Halo 5: Guardians (XOne)Microsoft Studios, Shooter",Pro,N/A,83
63,"Animal Crossing: New Leaf (3DS)Nintendo, Simulation",Pro,N/A,238
64,"NBA 2K17 (XOne)Take-Two Interactive, Sports",Pro,N/A,37
65,"Uncharted: The Nathan Drake Collection (PS4)Sony Computer Entertainment, Action",Pro,N/A,86
66,"Mass Effect: Andromeda (XOne)Electronic Arts, Role-Playing",Pro,N/A,10
67,"Dark Souls III (PS4)Namco Bandai Games, Role-Playing",Pro,N/A,62
68,"Battlefield 1 (XOne)Electronic Arts, Shooter",Pro,N/A,32
69,"Tom Clancy's Rainbow Six: Siege (XOne)Ubisoft, Shooter",Pro,N/A,78
70,"FIFA 17 (PS3)Electronic Arts, Sports",Pro,N/A,35
71,"MLB The Show 17 (PS4)Sony Interactive Entertainment, Sports",Pro,N/A,9
72,"Little Nightmares (PS4)Namco Bandai Games, Platform",Pro,N/A,5
73,"Samurai Warriors: Sanada Maru (PS4)Tecmo Koei, Action",Pro,N/A,27
74,"Portal Knights (PS4)505 Games, Role-Playing",Pro,N/A,2
75,"Mario Kart Wii U (WiiU)Nintendo, Racing",Pro,N/A,157
1,"Injustice 2 (PS4)Warner Bros. Interactive Entertainment, Fighting","410,003","410,003",1
2,"Injustice 2 (XOne)Warner Bros. Interactive Entertainment, Fighting","199,835","199,835",1
3,"Fire Emblem Echoes: Shadows of Valentia (3DS)Nintendo, Role-Playing","131,618","309,124",5
4,"Mario Kart 8 Deluxe (NS)Nintendo, Racing","121,382","1,888,137",4
5,"The Legend of Zelda: Breath of the Wild (NS)Nintendo, Action-Adventure","74,935","2,874,163",12
6,"Farpoint (PS4)Sony Interactive Entertainment, Shooter","68,637","68,637",1
7,"Prey (2017) (PS4)Bethesda Softworks, Shooter","52,973","236,449",3
8,"Grand Theft Auto V (PS4)Take-Two Interactive, Action","44,862","14,868,441",131
9,"Pokemon Sun/Moon (3DS)Nintendo, Role-Playing","44,320","13,834,990",27
10,"Tom Clancy's Ghost Recon Wildlands (PS4)Ubisoft, Shooter","37,669","1,988,543",11
11,"The Surge (PS4)Koch Media, Action","34,395","34,395",1
12,"Horizon: Zero Dawn (PS4)Sony Interactive Entertainment, Action","32,485","2,704,652",12
13,"Overwatch (PS4)Activision, Shooter","23,079","3,051,653",52
14,"FIFA 17 (PS4)Electronic Arts, Sports","22,918","10,461,357",34
15,"Uncharted (PS4) (PS4)Sony Interactive Entertainment, Action","21,652","9,141,627",54
